Iteration,Final Position [m],Pitch Angle @ Touchdown [deg],Mass of N2 Used [kg],"Center Engine Offset Translation (in x,y,z) [cm]_1","Center Engine Offset Translation (in x,y,z) [cm]_2","Center Engine Offset Translation (in x,y,z) [cm]_3","Center Engine Offset Angle (from x,y,z axis) [deg]_1","Center Engine Offset Angle (from x,y,z axis) [deg]_2","Center Engine Offset Angle (from x,y,z axis) [deg]_3",Steady Wind Velocity [Knotts],Wind Direction (from x-axis in x-y plane) [deg],Wind Gust Coefficient,Wind Gust Duration [sec],Wind Gust Begin [sec],Wind Gust End [sec],Cm Offset Value,"MOI (in x,y,z) [kg*m^2]_1","MOI (in x,y,z) [kg*m^2]_2","MOI (in x,y,z) [kg*m^2]_3"
22,19.6168041114645,1.34294014721322,4.79972199607255,0.768024569117699,0,0,90,90,-0.103738905596181,6.79046405365236,3.01904031093914,0.698880201014083,9.91074670090794,5.13059135457144,15.0413380554794,-0.0833408578890873,11.8853331076201,11.3743096464425,19.0025157114239
23,19.1012817026931,1.73946698578971,4.55622697798205,1.7548876705052,0,0,90,90,0.196357356902496,7.66013704517018,-111.312236964724,1.84749903603049,9.43505269340036,6.3477976603612,15.7828503537616,-0.0491211802506921,11.5721206585815,12.8484727866858,14.9947069625741
24,20.6638740341267,0.586346740748409,4.00573941587902,-1.70431244113125,0,0,90,90,-0.953589815687521,7.3995089662132,14.8179081228954,1.45125828153497,12.4609796715308,2.6596804495027,15.1206601210335,-0.0303831820991221,13.3408151529504,11.6720389395875,14.9923825810672
25,19.610209685266,1.34100020776805,4.04167274149677,0.469508224275034,0,0,90,90,-0.879262004598013,7.74031996203025,-90.4698306084724,2.03878206966401,9.16628734115314,3.27999614149529,12.4462834826484,0.0793161958894155,12.4285646260346,12.7389299392183,20.178085218558
26,19.7192148356414,0.876587671856023,3.9105838376257,-0.0543038449929409,0,0,90,90,0.346869405010392,8.61982444374577,-39.043530917444,1.80271496497223,8.40431313929463,5.42436618305081,13.8286793223454,0.0437829803201402,10.6525016317357,12.8597366744292,19.7305747032028
27,19.9698178666218,-0.183528139724669,4.29299791971889,-0.748874981511258,0,0,90,90,-0.198458678123279,8.21499642383901,-105.625216577692,1.73908607720055,7.77817605613347,6.9046330896975,14.682809145831,-0.0478175944872529,13.8639139569126,14.1479419775902,17.1797979321235
28,19.5753225880811,1.62670303085582,4.18058451630939,0.716764041703748,0,0,90,90,-0.415703794850682,8.03897562945607,102.878420063993,1.26190087703186,12.7114867135912,4.05954603281808,16.7710327464093,-0.074354806642971,14.0028344519121,12.0309454383636,21.4995393523671
29,19.7560979371477,2.48760677647581,4.00871847536431,-0.00551290141704299,0,0,90,90,-1.7130132454749,10.3291821556762,-9.65787656259247,1.75176003587337,12.7321509079693,1.43040892804193,14.1625598360113,0.0518339293820541,12.694524117116,11.7275856109981,18.7559848723616
30,19.2410895578114,0.964733206543865,3.880541554036,1.20011431909571,0,0,90,90,0.209935492992991,6.36127039405498,-9.72506693252177,1.24227110466828,9.97877170180824,17.4696151721476,27.4483868739559,0.0609604528575028,11.4656257362654,10.062823118386,17.0050117774785
31,20.3235781790305,0.810216559837424,3.93542660987046,-1.03401713888056,0,0,90,90,0.380412538259956,8.622417834629,78.5491424805496,1.50833448349649,9.34510707062142,3.03749946702813,12.3826065376496,-0.0471997256638624,14.1259227830561,11.74974170574,19.8794329790234
32,19.5321488250565,0.957958193284746,4.41620093513578,-0.847567754466168,0,0,90,90,-1.39268905538696,8.2373953083547,-133.918229490432,1.37421924066637,11.3428917303553,15.885713213243,27.2286049435983,0.0599973223344006,12.537362514826,13.5216905683121,19.5782969950829
33,19.8465760173745,0.779603698423669,4.12983817207638,0.433422036872966,0,0,90,90,-0.201039717490984,2.40729943550948,162.288929615039,1.52992562918849,8.66536329874825,18.9273292511495,27.5926925498977,-0.0140933400746866,13.6652931538415,11.5820481403014,18.1303935290975
34,19.884077817145,1.66914564103413,4.34591909310082,-0.887523979425756,0,0,90,90,-0.0260284593796394,8.90567149029508,84.5423748787381,2.33798017684838,9.16943435139963,7.02869438234135,16.198128733741,0.0776307047270552,10.454023621671,12.480046253557,15.1856359020106
35,19.8175486410759,0.428104008561991,4.03215177391612,0.121232620802761,0,0,90,90,0.810839593803897,6.09440371515562,42.709701639181,1.34238410145937,9.70768419256296,1.17849817956849,10.8861823721315,0.0556877985870402,13.9806716129856,10.0160553207653,15.1811846206487
36,19.9763940578605,1.19911081268488,4.11391066501392,-0.401904890482746,0,0,90,90,-0.740498483407155,8.47916611777093,22.1867928100071,1.23964359771354,8.99074055583886,18.4277360987512,27.41847665459,-0.0470294859555731,10.380291795954,10.1631221942164,15.8599734918772
37,18.9851897464091,0.927568932961179,4.17559603904481,1.09667832321064,0,0,90,90,-0.640525364080326,6.44831997374343,-98.0054528487416,1.92620255777961,8.42069171768919,15.5430995244091,23.9637912420983,-0.058172438246263,10.2300649948398,14.3590807194939,19.475450663284
38,19.3281382180403,1.98653018542917,4.22592267553193,0.436674648218274,0,0,90,90,-0.815232700007939,11.1747750903673,138.624611729119,1.13059930748717,13.0463708145667,4.9837298389638,18.0301006535305,-0.0248047665729908,10.9268589318611,12.738622662208,19.3535952451661
39,19.9184058938598,1.01550437548698,4.26226570718779,-0.407004690429195,0,0,90,90,-1.78054137884481,5.21800622907998,5.05148691564208,1.38594097754183,13.5173468574244,10.6340587719066,24.151405629331,0.0598468838505356,11.2624784182177,12.6536532112187,20.5034266545563
40,20.197246948694,-0.173612551661268,4.02400850422251,-0.638690167004624,0,0,90,90,0.0645962469401088,4.96311698182696,-29.2892157383928,0.906420274625518,5.17954793358266,1.47196929325731,6.65151722683997,-0.0514289499745245,10.0244683999031,13.7599370486511,18.8463776965283
41,19.8948677580949,1.19330250123999,3.96017957372868,-0.404881199904336,0,0,90,90,0.312455228841499,6.18722958241826,99.1096194282669,1.52813778729567,10.8940372796869,17.0318759877099,27.9259132673968,0.0557747247920484,10.5218277881834,10.9256308601083,20.075705368764
42,18.6150700003189,2.16161843217194,4.30374710799153,2.39386245648773,0,0,90,90,-0.80366172047735,6.69961783750188,70.9969584861038,1.60597152991952,9.20861927919791,15.0264023801711,24.235021659369,-0.0442370443014097,11.165693304906,12.7967116084805,18.9168000567524
43,19.6160186166377,1.07021099893728,3.75161953138754,-0.0496230136457744,0,0,90,90,-0.954258157661449,9.63636405776902,176.499134637928,1.62775263593315,6.27428893601753,3.52826219748941,9.80255113350695,0.00356549269389719,13.3027595960966,9.95846965056097,15.233138675166
44,19.8732636066549,1.10734598416012,4.15049438664894,-0.202575908366894,0,0,90,90,-1.17992508043788,7.19892749521409,33.4477827499237,1.39839333019181,9.50090586808606,16.5241192123004,26.0250250803864,-0.0472085320009914,13.9555832032213,9.86336780737665,16.0593160069163
45,20.0749493700303,0.114981404339572,3.9891625785256,-0.197534050939735,0,0,90,90,-0.197797929751813,2.28329223804603,-123.719691438952,1.64470174927672,7.68419376420838,0.673865329250649,8.35805909345903,0.0237585440276242,11.2878974187233,13.7614182180863,16.6607751378416
46,18.6989376536034,1.73648583017779,3.80827275069793,1.51631602653726,0,0,90,90,1.0656457546829,11.5570503664487,-132.915495023318,1.20393101550465,10.1322286823158,0.358874544851865,10.4911032271676,-0.0168205907512732,11.4639459034065,13.86273114905,16.6545829974248
47,20.5810318982401,-0.464697998885297,3.86953978485881,-1.73220810875665,0,0,90,90,-2.82812757906312,6.93899026816291,-118.67148749835,0.709127193412835,10.3694698709878,14.2977566076244,24.6672264786122,-0.0363091299157888,10.362106862019,14.3106414468726,21.0279033234248
48,19.304891749771,2.1090359844202,4.2485575304557,1.11247251331936,0,0,90,90,-2.26701584247858,8.030783144344,-156.232933955559,1.17708563817282,11.1092593053042,18.4871584496892,29.5964177549933,-0.0398980428030277,13.6652987650154,13.911379544507,14.8193161709267
49,19.5491519121084,-0.0302140061249865,4.11949930712511,-0.71928102673177,0,0,90,90,1.03870886458928,6.48384984990741,-44.8997395228114,1.72085009154803,14.2045089075005,11.0976695111349,25.3021784186354,-0.00733696629567628,10.6228318644856,10.213460662188,19.4358653228802
50,18.4560135776814,0.321230359502155,3.97322226814518,-0.273365578499349,0,0,90,90,-0.718464586367412,9.17455402198999,81.4891946299841,2.00156409512223,7.27475023245116,16.5768656109771,23.8516158434283,0.0644732864370822,9.60239950880093,10.3443053204025,18.0093250539842
51,19.5251778098553,1.55942591999305,4.4557551117421,0.677404419186676,0,0,90,90,-0.0640934075792937,7.17265212266167,-39.922691147927,1.76786349334201,10.6632101730063,7.13611250763369,17.79932268064,-0.0101387351509344,14.2154176187641,13.5045993869735,18.1091122978388
52,20.0021672171994,-0.349932354290482,4.25374621194846,-0.936450821404537,0,0,90,90,1.17823477431152,5.782097727699,-167.034236196529,1.17710127514494,14.9242187979564,6.13558136269499,21.0598001606514,0.091548481018412,14.2854459443825,12.0963961421659,17.6461501173582
53,19.2794246509282,0.641096746448533,4.23682399846534,0.425716850556778,0,0,90,90,1.52327714909174,6.39082994159297,-177.964478133062,1.53946045622379,14.2329847308378,13.4766696818356,27.7096544126735,-0.0103110685731598,13.4054899424799,13.4026112116898,20.4068700252058
54,19.377326662782,2.3661345133806,4.32394989282041,-0.0745431033834979,0,0,90,90,0.0302593423365388,15.2272563820974,56.2180613406372,0.964596073111255,9.53723581409761,1.12333065564823,10.6605664697458,-0.0861619483854987,10.4870078434489,12.5203030475502,17.8058975744497
55,20.4081291101855,-0.73305933410954,3.99431114688058,-1.39880728685599,0,0,90,90,0.657438333553642,7.69989147746243,90.9570309615095,1.64025721336461,8.02935561718815,6.53617905997008,14.5655346771582,-0.0617714933090429,10.3153758325266,13.282304620886,19.6475200279812
56,19.5770757127889,0.760938992327235,4.51970787199261,0.192306104157818,0,0,90,90,0.188682577493555,6.69982090517036,-155.658949368542,1.56520984502033,13.6835985872122,17.6655572731538,31.349155860366,0.0114324923198768,10.8411231325484,14.1181285512369,17.2998956575212
57,19.5563447137172,0.916809571707248,4.10128272164939,0.580389715905495,0,0,90,90,0.473292840861275,6.10842302454292,-57.8623771230358,0.790284148086384,9.8889696574606,8.22172282264481,18.1106924801054,0.0894171020732078,12.557718688211,12.787318954591,15.2354227540567
58,19.2484476990391,1.99755235556805,3.93799184339908,0.63785926380368,0,0,90,90,-0.369685317265319,9.2857430696753,-0.938913417051785,1.27555241815583,9.40919084743018,10.0433125828253,19.4525034302555,0.0230054265823149,14.1329628974441,13.1339683276344,17.2097672929749
59,19.9765271018028,0.785447500106,4.10615794927403,-0.565981624425496,0,0,90,90,-1.5064975536303,7.00560878471014,-67.7434041652575,2.05471513065916,9.44583694033787,7.14487953223901,16.5907164725769,0.0627422258537401,11.7776230249038,10.8056533024862,18.1373750163394
60,19.5301042634023,0.238306201341054,4.13473193773029,-0.0161376263168116,0,0,90,90,0.568678082572263,9.82817589002165,61.9267066027657,0.598982956172688,8.43353466091276,19.7768915249338,28.2104261858466,0.0129160398564067,10.9536028278173,10.063246787927,19.4735919940291
61,19.3729020512221,1.54479675279695,4.22476702352067,0.622322565335203,0,0,90,90,0.625452404184211,8.89646471958156,111.020938731981,1.13754669403553,10.0260941648665,9.29786360358787,19.3239577684544,0.00756872578958718,9.65657050357647,13.3206021476476,14.7155693197537
62,19.6907976471117,0.769635397867846,4.07449433309799,0.533436361755158,0,0,90,90,-0.402747716318815,7.48716316940691,63.6858245377133,0.771198135573878,7.29677264399221,18.9363698195414,26.2331424635336,-0.0981976864736626,10.0962347782311,12.9935555855749,16.0416725037893
63,20.0902866616481,0.571149173031053,4.05445051292048,-0.389340755635536,0,0,90,90,-0.56886410875755,5.24238580650062,155.060354892721,0.979568130244352,7.56403389827831,2.00469004887925,9.56872394715757,-0.0422460760100381,13.767339759509,12.9693726064314,20.3740617641746
64,20.0028130717271,1.48203601164861,4.10113337620795,-1.27166778821102,0,0,90,90,-1.45421891676332,10.5868897118422,50.0103494323146,0.738480281784366,8.42497295421556,6.39131016534076,14.8162831195563,0.0309934917195005,10.3015364964115,10.691477889696,17.8058068790885
65,18.8353082711676,3.04615450752409,4.08004220154961,0.272601061641828,0,0,90,90,-0.536844090576757,10.2117487661262,26.2483604725455,1.54776636324528,11.736575803585,7.88659576115495,19.6231715647399,0.0743615238729035,12.9655182643531,14.0084536713692,17.1100100052228
66,19.554117786552,1.02962227726515,4.49595161324084,0.317468464887969,0,0,90,90,-0.598448630012084,7.1152427879071,176.64385871224,1.02552802933148,9.04765538141952,16.7713099949649,25.8189653763844,0.0425845978315329,12.7047951706429,11.8461727566286,17.4645198010259
67,19.2989032596581,1.37264861143121,3.93901440172569,1.49836827592653,0,0,90,90,-0.376951182238254,4.55485245888299,-160.361397500097,1.4393126523713,10.0100025961269,3.20513532279556,13.2151379189225,0.0468083379141467,10.5989109607713,12.3096812549527,18.44268440926
68,19.5069048712511,0.510358232891783,4.08554452915064,-1.55380079114989,0,0,90,90,1.64852597617508,13.1825509347912,-149.378115398147,1.65211055761206,11.2757369120716,4.66344589755462,15.9391828096262,0.050770424987417,11.4411876874398,12.6566643093016,17.8118995669498
69,19.7066137725529,1.04534805302552,4.43789436696789,-0.354291622942114,0,0,90,90,0.353456333356676,11.95474608503,166.050229127991,1.27140654990092,6.73023695605782,3.27668409823326,10.0069210542911,-0.0874781913453961,13.410244933585,12.8996100526292,15.8172130800196
70,18.0721091966139,1.7625861404787,4.04131262449624,0.434227622152402,0,0,90,90,-0.403001529143506,11.2213353832033,-34.0446262413118,1.65106794812034,9.08274995724699,11.3717432053025,20.4544931625494,0.0556868415699649,13.3100584797324,9.94534256770029,20.4667745560176
71,19.968367411589,0.465071239066347,4.30791408302392,-0.101478020404053,0,0,90,90,0.297770113310782,7.65763061175004,66.7007646026459,1.31534727701251,11.2462943304502,3.05706376542171,14.3033580958719,-0.0966735482940929,13.3522014952392,14.3038208642419,18.5140253450665
72,18.0460501037807,1.4962498462619,4.08420989912983,2.02876798537404,0,0,90,90,0.292612716264989,12.0119650522667,-33.8253382905239,1.28479123846326,11.4620821594809,13.4125205721707,24.8746027316516,-0.0301011915807828,12.0471286265135,9.89628905713926,17.0983231489443
73,18.9213920133231,3.94401060083185,4.31502880572667,-0.36721187838228,0,0,90,90,1.16393930554872,11.6135444542897,178.196977409109,1.53684134125341,7.59807178620975,17.9326184518702,25.5306902380799,0.0335789421782477,10.833357192325,10.9515067871562,15.0893192436279
74,19.4992499548433,-1.29896760108159,3.93912604360177,-2.36377484799189,0,0,90,90,0.866268644885787,8.76568604487128,121.641183904437,1.79188848656852,9.95332782958921,13.4969650021192,23.4502928317084,0.0165163014589479,12.4791899036225,11.8102891722187,17.1222817575735
75,18.9111077517354,0.79631050492585,4.13498617860113,0.729858345361788,0,0,90,90,0.994730771076428,8.07744448317303,-91.4427757174068,1.26292877953502,10.9773994498774,13.1589862088923,24.1363856587697,0.0587229194153223,12.3098812737178,13.525772638132,14.9475695469077
76,20.1118482000114,0.0619915774669356,3.90863015107213,-1.39902075927839,0,0,90,90,0.163868853127935,6.3920951122681,-30.068390351628,2.05889805164976,13.8874822382465,8.28113327321716,22.1686155114637,-0.0839756677788994,11.30141580762,10.4438554270228,15.787457551305
77,19.3906197128982,0.549214348120509,3.88109924714729,1.31488703713417,0,0,90,90,0.364718991981852,6.50185598925063,-46.8082759315294,0.902300013642124,11.3096409861417,13.111215955546,24.4208569416878,-0.0848223471979757,10.373094278754,9.72510527077416,21.2179878062599
78,19.8482597259227,0.561112243856956,4.03048947340061,0.40382537467252,0,0,90,90,1.0616928358115,4.00484823609891,105.048405685013,0.550129500474311,11.5816503630968,7.96067331449087,19.5423236775877,-0.000125615710576787,12.1120485317911,14.1253227934628,20.2155288603772
79,18.5196787134213,0.836562019173841,4.14656681790895,-0.34416622776304,0,0,90,90,0.0888252134285766,13.2442374037253,-168.440878352572,1.49021985483004,10.4657890060002,11.7105869822011,22.1763759882013,-0.0650125756062394,10.3432289717672,11.4636978668269,15.2961404354217
80,20.3377899862662,0.668940301604384,4.08496888644944,-0.980064257303274,0,0,90,90,-1.56025589591526,10.3336465393872,106.731441395596,0.471573817953814,4.08248160507041,16.2351689944722,20.3176505995426,-0.0823304169951403,13.9442495132845,10.2341645589223,21.3563933400035
81,19.3030670244067,2.73019236081094,4.12893426022671,1.8573454198871,0,0,90,90,0.170876676272745,8.95513265469888,-167.739832782907,0.240999153532466,8.29748728575941,13.6372108246813,21.9346981104407,-0.0575477370030662,12.9624588944113,13.5614831292382,18.7416201156471
82,19.9101836222081,0.996074399364379,4.27688069828133,0.309538452610443,0,0,90,90,-0.941656678313851,2.85856013480581,-173.352488788124,1.33514475598911,15.4452869327134,19.3690384404682,34.8143253731816,0.010476220316833,14.0827485599501,13.7183194372468,19.2715419143617
83,19.9242501720992,1.65149212542815,4.51998214889355,-0.489102726025899,0,0,90,90,-0.0751173577710204,11.7258695231044,-18.917703531211,1.44570738956859,9.6673185386476,5.80153801902252,15.4688565576701,-0.0822596298271946,12.1259396820387,13.2888632831544,16.1474870626503
84,20.2054935659865,0.530013958412932,4.43365414400581,-0.694883298029859,0,0,90,90,-0.482199300628089,7.55246691590149,121.505738601799,1.23239648713814,13.5284662698452,0.314970849996801,13.843437119842,-0.0847754960635998,10.918760635588,13.8689347828457,21.1308173420329
85,19.2734617468179,1.23884884435941,4.42931801657343,-0.18039260161668,0,0,90,90,-0.691857308368028,9.02157246094701,106.559387020617,1.25582803626291,14.1177295889939,8.20252933023934,22.3202589192333,0.0879790593639611,10.7068318334958,12.9484440689338,18.2386042952483
86,18.5334040581727,4.11105817224424,4.27302096388553,1.25628334419483,0,0,90,90,1.13302627644158,11.3204175616324,157.272829009901,1.58178266996534,11.5484024027902,17.1443892330757,28.692791635866,0.00161865451226368,11.0956191478367,12.7261153826031,14.463163960503
87,18.378843797367,2.25101798932516,4.41269284893115,1.91074361906141,0,0,90,90,-0.383664350925962,10.2548142896139,-107.527587165216,1.20899462257718,11.8705142666784,19.6564894063678,31.5270036730461,0.0966718165670615,11.3552012609003,11.6965241756791,21.3873178938086
88,18.7278309963093,3.46515117285118,4.02580601359191,0.0271929609615699,0,0,90,90,-0.000241533419120895,12.4933296269236,130.565011247587,1.44741546818063,15.2413830311164,16.3234547419428,31.5648377730592,0.043825576021571,14.3738221410353,11.9832163855438,20.7371848389542
89,19.7998442070318,0.546466386926585,4.14311256358627,0.427129435909406,0,0,90,90,0.0724931385074248,3.37799583478805,-87.910368059195,1.23232427802237,11.1347779296631,3.78889960148182,14.9236775311449,0.0426300056777849,10.3342698205926,11.869957418125,19.0607992392179
90,19.949702301465,0.897255308684072,4.50374889785868,0.323364836070306,0,0,90,90,-1.42976168508942,0.683470032943289,-158.514690518688,1.20618113046526,11.1952521777777,0.794629123884345,11.989881301662,-0.0412162919681214,13.5954947511386,12.3994605020425,15.0424663808672
91,19.6977337041779,-0.893761134875426,4.58857626447459,-1.64896803402833,0,0,90,90,1.16793163224542,5.71080445012897,168.724782699481,2.10074830232678,9.13965534312772,12.1182616259866,21.2579169691143,0.0890106478334307,10.9140045371323,13.0626677237275,19.021898530647
92,17.9813634754934,-0.350224544857378,4.17342310534456,0.140337987476392,0,0,90,90,-0.14730374762166,8.7643754643629,-156.418009364138,2.15248167377864,9.04780252764425,14.6108312453569,23.6586337730011,-0.0188522158620549,13.9809340290241,12.1135372658852,14.9269356291069
93,20.1088021991831,0.0137207728910763,4.03448841908753,-0.498042737564483,0,0,90,90,0.80107100462667,4.81730574911173,-97.3652256445571,1.47215685896792,8.03187819717807,0.964494656757848,8.99637285393592,-0.0801086369356098,11.8641753925294,11.050066022096,16.5578391224317
94,19.7951184149161,0.813298205589467,4.23358252297582,-0.427773025009844,0,0,90,90,0.271475943073621,6.7190035564191,-168.091776083542,1.7185226694909,9.37544479284969,15.8444778446434,25.2199226374931,-0.0919543644496017,14.3333518803112,11.5321437281933,18.9020763684211
95,19.2789447114732,0.172675423716728,4.47823991113266,-0.150874342982068,0,0,90,90,1.12912746254019,7.1393669447265,-133.984067678235,1.90172845676523,13.7837669620907,7.9056362976031,21.6894032596938,-0.0209781409642801,10.0189358912788,11.2269595078757,14.6072594456899
96,20.7127544131893,0.341914722048599,4.51049563011013,-2.89081005793843,0,0,90,90,-0.741573319368542,10.1249269563957,64.8125231064308,0.765873346515441,8.52303837528888,1.19569263537125,9.71873101066014,0.0195722661245233,12.4977858951597,10.8842662674514,15.542121360263
97,20.3361928093325,0.550483780523129,4.01790317605254,-0.734542060860252,0,0,90,90,-1.71897494786798,6.49525706183377,-169.813325564232,0.431893401951073,13.0128630084226,12.4147291902062,25.4275921986288,-0.0977982567903108,9.78399057115066,11.7064188256714,19.6456902832536
98,19.6323856878765,0.910931864041556,4.10781907453311,0.756215216777615,0,0,90,90,-0.514099613361269,7.18770277646028,126.685342282952,1.87418208635758,8.1124544244002,3.30382161104894,11.4162760354491,-0.0399108354601861,11.0105088241678,10.0960827845076,18.2323213374614
99,19.649460393937,0.948286160507123,4.02968749632628,0.120792842515053,0,0,90,90,-0.639126893666931,8.4658934231476,-78.4001290796101,1.41795393796326,8.20750919252681,6.58650181257274,14.7940110050996,-0.0305023381022667,11.9295490352988,10.2943919567976,15.816146072118
100,19.78445053456,1.28803430785907,4.32206763507044,-0.515905646649828,0,0,90,90,-1.21459397992216,9.33895517835151,-28.0836178301989,0.82322879193175,9.91051629314819,5.39887928598743,15.3093955791356,0.0376375430546237,10.4095681821185,13.7304004925571,21.0116362243303
